HathiTrust ID	Pub Date	Title	Author	Person	Perspectives	Narr Form	Genre	Vol #	FLAG
hvd.32044090306549	1832	Tales and novels	"Edgeworth, Maria,"	mix	mult	"unspec, essay"	unknown	6 of 10	NOT IN METADATA
hvd.32044021140686	1832	Tales and novels	"Edgeworth, Maria,"	mix	mult	"unspec, essay"	unknown	7 of 10	
hvd.32044019401314	1832	Tales and novels	"Edgeworth, Maria,"	mix	mult	"unspec, essay"	unknown	8 of 10	NOT IN METADATA
hvd.32044090306242	1832	Tales and novels	"Edgeworth, Maria,"	mix	mult	"unspec, essay"	unknown	9 of 10	
hvd.32044090306119	1832	Tales and novels	"Edgeworth, Maria,"	mix	mult	"unspec, essay"	unknown	10 of 10	NOT IN METADATA
mdp.39015035960882	1847	Ranthorpe	"Lewes, George Henry,"	third	sing	unspec	unknown	1 of 1	
hvd.32044050537992	1828	Life in India;	"Monkland, Anne Catharine."	third	sing	unspec	unknown	1 of 3	
hvd.32044050537984	1828	Life in India;	"Monkland, Anne Catharine."	third	sing	unspec	unknown	2 of 3	
nyp.33433107804183	1828	Life in India;	"Monkland, Anne Catharine."	third	sing	unspec	unknown	3 of 3	NOT IN METADATA
uiuo.ark:/13960/t7dr36h2b	1834	The maiden's talisman	"Dalton, James,"	mix	sing	unspec	unknown	1 of 3	
uiuo.ark:/13960/t0pr84m1t	1834	The maiden's talisman	"Dalton, James,"	mix	sing	unspec	unknown	2 of 3	
uiuo.ark:/13960/t46q29m0j	1834	The maiden's talisman	"Dalton, James,"	mix	sing	unspec	unknown	3 of 3	
uc1.b3325206	1840	Tippoo Sultaun	"Taylor, Meadows,"	third	sing	unspec	unknown	1 of 3	
uc2.ark:/13960/t1wd3vq81	1840	Tippoo Sultaun	"Taylor, Meadows,"	third	sing	unspec	unknown	2 of 3	
uc1.b3325207	1840	Tippoo Sultaun	"Taylor, Meadows,"	third	sing	unspec	unknown	3 of 3	
nyp.33433075747141	1835	Sephora	"Oliver, N. W."	mix	mult	unspec	unknown	1 of 1	
hvd.hn4ejd	1836	Abaellino	"Zschokke, Heinrich,"	third	sing	unspec	unknown	1 of 1	
nyp.33433074895859	1828	"Marly, or, A planter's life in Jamaica"	<blank>	third	sing	unspec	unknown	1 of 1	
uiuo.ark:/13960/t3tt50h1f	1847	Evelyn Harcourt	"Gascoigne, Caroline Leigh Smith,"	third	sing	unspec	unknown	1 of 3	
uiuo.ark:/13960/t1wd47k9n	1847	Evelyn Harcourt	"Gascoigne, Caroline Leigh Smith,"	third	sing	unspec	unknown	2 of 3	
uiuo.ark:/13960/t16m3mq7h	1847	Evelyn Harcourt	"Gascoigne, Caroline Leigh Smith,"	third	sing	unspec	unknown	3 of 3	
hvd.hwad9y	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	1 of 48	
hvd.hwad9z	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	2 of 48	
hvd.hwadah	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	3 of 48	
hvd.hwadai	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	4 of 48	
hvd.hwadaj	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	5 of 48	
hvd.hwadak	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	6 of 48	
hvd.hwadal	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	7 of 48	
hvd.hwadam	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	8 of 48	
hvd.hwadan	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	9 of 48	
hvd.hwadap	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	10 of 48	
hvd.hwadb7	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	11 of 48	
hvd.hwadb8	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	12 of 48	
hvd.hwadb9	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	13 of 48	
hvd.hwadba	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	14 of 48	
hvd.hwadbb	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	15 of 48	
hvd.hwadbc	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	16 of 48	
hvd.hwadbd	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	17 of 48	
hvd.hwadbw	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	18 of 48	
hvd.hwadbx	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	19 of 48	
hvd.hwadby	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	20 of 48	
hvd.hwadbz	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	21 of 48	
hvd.hwadc1	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	22 of 48	
hvd.hwadc2	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	23 of 48	
hvd.hwadc3	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	24 of 48	
hvd.hwadu6	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	25 of 48	
hvd.hwaduj	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	26 of 48	
hvd.hwadul	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	28 of 48	
hvd.hwadum	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	29 of 48	
hvd.hwadun	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	30 of 48	
hvd.hwadup	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	31 of 48	
hvd.hwaduq	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	32 of 48	
hvd.hwadur	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	33 of 48	
hvd.hwadus	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	34 of 48	
hvd.hwadut	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	35 of 48	
hvd.hwaduu	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	36 of 48	
hvd.hwaduv	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	37 of 48	
hvd.hwadv9	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	38 of 48	
hvd.hwadva	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	39 of 48	
hvd.hwadvb	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	40 of 48	
hvd.hwadvc	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	41 of 48	
hvd.hwadvd	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	42 of 48	
hvd.hwadvf	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	44 of 48	
hvd.hwadvg	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	45 of 48	
hvd.hwadvh	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	46 of 48	
hvd.hwadvi	1829	The Waverley novels	"Scott, Walter,"	mix	mult	unspec	historical	47 of 48	
njp.32101068581824	1831	The bravo	"Cooper, James Fenimore,"	third	sing	unspec	unknown	1 of 1	
hvd.hn5e3b	1843	Genevieve and Marcelin and other tales	"Bouilly, Jean Nicolas,"	mix	mult	shorts	unknown	1 of 1	
wu.89098868524	1859	"Kate Kilborn, or, Sowing and reaping"	<blank>	third	sing	unspec	unknown	1 of 1	
uiuo.ark:/13960/t1bk1r34s	1886	The master of the ceremonies	"Fenn, George Manville,"	third	sing	unspec	unknown	2 of 3	
uiuo.ark:/13960/t9w09fc9d	1886	The master of the ceremonies	"Fenn, George Manville,"	third	sing	unspec	unknown	3 of 3	
mdp.39015063955465	1881	The sword of Damocles;	"Green, Anna Katharine,"	third	mult	unspec	unknown	1 of 1	
uc1.b4104982	1877	That lass o' Lowrie's	"Burnett, Frances Hodgson,"	third	mult	unspec	unknown	1 of 1	
