1841	hvd.hweebx	q	pounds	1000.0	gift	the land, and take Charles Stuart for the sake of the thousand pounds offered by parliament, " observed young Ferringham, looking confused, yet anxiously watching
1819	njp.32101064751637	q	pounds	2.5	gift	of feeling, and to convince 'you of it, here are ten gold crowns, which I beg you 'will accept of; go, and heaven bless you.
1832	uiuo.ark:/13960/t6qz2w48s	q	pounds	0.024	gift	to part with it ; and if Lord Fitzgeorge put change for sixpence into his pocket, it was because he did not like to part
1921	nyp.33433074854740	q	dollars	100.0	price	'bout five dollars a tail, I guess." "Four dogs, at say, twenty-five dollars apiece: that's a hundred." "Say, Peloo, d'you s'pose any of 'em fellers
1896	nyp.33433075873335	q	pounds	0.004	idiom	land. " Well, Judge, " said Haines, " have you flipped the penny on it, and if so, who wins ? " The man addressed
1789	mdp.39015012371350	e	none	0.0	nonmonetary	least, I am told that is what he is in danger of.'l 9$ Z E L u c a CHAP. XLs. Heroic Love. ALTHOUGH the
1808	mdp.39015068100760	q	pounds	12.0	income	threw the ruined man into prison, on a balance not exceeding twelve pounds, where he has remained, with a wife and four children, ever since.
1947	00010853	q	dollars	0.01	capital	than a medium-small ant should have come to light. They found a penny and a broken Indian arrowhead, but nothing resembling a piece of the
1869	njp.32101064632746	q	dollars	0.01	idiom	the money back, and it was needed in that miserable home, every cent of it — none the less needed because of the black bottle.
1868	uiuo.ark:/13960/t6349580t	q	pounds	5.0	price	purpose. But, to her dismay, the silks came to four and five pounds a piece ; and when a cheaper description was placed before her,
1786	nyp.33433074913553	e	none	0.0	nonmonetary	C te 'C ; I £ ; i ^4: begged the advice 6s Dr. Lyster how his fyn. might be drawn from such a scene.
1764	mdp.39015065785340	e	none	0.0	nonmonetary	more desired to prove Count Terms innocent; but, if he is inno cent, and, if in consequence of such a .black suspicion, he has lost
1784	mdp.39015078563270	e	none	0.0	nonmonetary	very rough and fretting, 1 then designed fixing it to an old crown o a hat that held my fish hooks and lines, and so
1831	uc1.b3321865	q	pounds	1700.0	price	of seventeen hundred pounds for snuff!" " It was not seventeen hundred pounds, Annesley : that included.cigars." " Chetwynd kept it up a good many
1769	hvd.hxjnt5	q	pounds	20.0	price	two hours together, at fo moderate a charge as fifteen, 01 twenty:, pence a head! Indeed Indeed our's was, to use one of Tom's favourite
1891	nyp.33433074962253	q	pounds	0.05	price	I should so much rather you had not thought of that. A shilling would have done just as well, and they would have got a
1851	uiuo.ark:/13960/t81k02901	q	pounds	1.0	idiom	aristocratic notions which forbade him taking up with any profession. Without a pound in his pocket that he could call his own, except what the
1934	00010461	q	dollars	4.0	debt	Brush put his suitcase on the curb. “I owe you about three dollars for that broken window,” he said, “and another dollar for gas.” “Yes,
1777	mdp.39015078549543	e	none	0.0	nonmonetary	birds, who only waited till my back was turned to ruin me. £0 much did this provoke me, that I let fly, and killed three
1856	nyp.33433074875794	q	pounds	0.5	gift	only just come to reside here, and to whom I gave ten shillings yesterday. I called this morning, and find they have spent it most
1815	loc.ark:/13960/t2r50j74k	q	pounds	7.65	capital	I had estimated it at. Had I just this seven pounds thirteen shillings and sixpence half penny, said J, it would make me completely happy.
1920	mdp.39015046336916	q	dollars	0.15	price	I was left no more sealed than a room in a fifteen cent lodging house. But she forgave me, said nothing and threw her gaze
1835	uiuo.ark:/13960/t1kh17m6r	q	florins	3.0	price	if she dresses herself with some other cap, and pays her three florins, she enters. All the men of the higher orders of society go
1844	uc2.ark:/13960/t7np22p40	q	pounds	2.1	gift	" interrupted Varnham. " Say no more. Here are a couple of guineas for you." u I don't think it's altogether agreeable to my duty
1813	njp.32101013133515	e	none	0.0	nonmonetary	visits here are to the friend of your MONASiEIty OF ST. COLUMB, 22S your amiable lady, and solemnly layer, oa: no other account." " On
1863	umn.31951002065829g	q	pounds	0.05	loan	would feel much obliged to you if you would lend her a. shilling ; it ’s to get some sugar and eggs for your breakfast."
1916	nyp.33433076048606	q	dollars	0.1	price	that's jam full of miles from one edge to the other; ten cents a mile each way for each and every arrest and subpoena. You
1792	njp.32101067567865	e	none	0.0	nonmonetary	suppose it is to be under the cook; but I shan't warn dimes for anybody. My gentleman will provide better for me. See what he
1827	mdp.39015047612836	q	pounds	100.0	price	the Minis ter, " who, in reference to Spenser, thought an hundred pounds an immense sum for a song ! Which is now most thought
1791	nyp.33433074913355	e	none	0.0	nonmonetary	affection and pity. My dear Miss Mil WXy.bc composed." "n кил .... $0 А ЯВРЬВ STORY.. MifsMilnerfar down, and.wasTo for a minute; hut her dead
1906	uc2.ark:/13960/t9d50hv9g	q	dollars	10.0	debt	there in time. Now unless Alton and his company can pay those dollars back the other people will take all he has away from him,
1883	nc01.ark:/13960/t15m72s8g	q	pounds	40.0	price	of bribery; but they all wanted to run me in for forty pounds' worth of photography. And this was only typical of the general sentiments."
1848	njp.32101073378315	q	pounds	20.0	gift	off his heiress; it was I who lent old Harbottle the twenty pound note with which he won his quaterne in the French lottery. I
1938	00010559	q	dollars	100000.0	price	will. In it he engaged to pay the doctor a hundred thousand dollars if the doctor kept him alive until the age of seventy. From
1936	00010501	q	dollars	5.0	bet	if I’ll go shopping with you again, Effie. I’ll bet you five dollars you’re going upstairs now and buy a dark blue dress.” Effie thrust
1804	uiuo.ark:/13960/t9q24623t	e	none	0.0	nonmonetary	comparatively inconsiderable, fhc hoped ere long to have in her arms. [ 8S ]: CHAPTER IV. William Hamilton, the young hero of this true history,
1884	uva.x030225868	e	none	0.0	nonmonetary	her and trembled in every nerve, for she was like a dreadful 2$6 ghoul and I like a bean over the fire. Then said she,
1878	njp.32101066122910	q	dollars	0.01	idiom	it is, by the hogshead or the single glass, and not a cent to pay! Walk up, gentlemen, walk up, and help yourselves! It were
1807	uiuo.ark:/13960/t1mg8774g	q	pounds	30000.0	inheritance	I am noAv addressing, and entitled to the sum of thirty thousand pounds, bequeathed in trust to you, by the late Miss Louisa Holly !
1867	njp.32101068141397	q	pounds	0.15	price	if you make three miles at sixpence a mile come to three shillings. I am a woman of business, and you may take my word
1766	mdp.39015057157748	e	none	0.0	nonmonetary	but too well founded. People are not disgusted and tired with inno cent and decent recreations, who are not unhappy enough to be acquainted with
1929	00010315	q	dollars	25.0	price	over an hour.” “I’ve heard that those Boche Archie shells cost twenty-five dollars each. Let’s see. Suppose they fire four hundred shells at us. That
1783	mdp.39015063937836	q	pounds	0.05	price	the affirmativej upon which. the other proposed playing a pool at a shilling the game, doubling the flakes j adding, that he never played higher
1817	njp.32101068597481	q	pounds	0.018	gift	your children earn plaitting? " Never more, " he answered, " than twopence, now that they are improved." " Twopence — Lord save us !
1794	mdp.39015078556357	e	none	0.0	nonmonetary	attempting to gfli into the boat again) I would biowhisbrains out, and 4s he was M excellent swimmer, IJknew it was inhispoty er to reach
1945	00010773	q	dollars	2000.0	capital	get back to the two thousand dollars. Faulkner had that two thousand dollars in the pocket of his trousers, didn’t he?” She hesitated a moment,
1841	uiuo.ark:/13960/t5j96p68b	e	none	0.0	nonmonetary	black satin gown admitted to the honour of forming a fourth at guinea whist. The poor woman was in ecstasy. She de lighted in great
1830	uiuo.ark:/13960/t4sj1vq72	q	pounds	0.424	price	a small piece of ivory, worth eight substantial shillings, and six beggarly pennies, was lying uselessly idle vipon Vyvyan's dressing table. — Why do you
1939	00010591	e	none	0.0	nonmonetary	head throbbed and burned. The bed roll seemed to weigh a hundred pounds almost. But that wasn’t what hurt him. It was something inside of
1903	nyp.33433043795131	e	none	0.0	nonmonetary	her daughters her heart would put on a pressure of one hundred pounds to the square inch, and she enthusiastically shook hands with herself, many
1751	mdp.39015063931714	e	none	0.0	nonmonetary	remarkable for it's Size, it's Weight being no less than sixty two Pounds, and it's Surface, notwithstanding this, wholly like that of other Melons. Every
1754	mdp.39015013744084	q	pounds	10.5	bribe	her disagreeable Situation, vasto put into his K 3 Hands Hands Ten Guineas, as an advanced Earnest for his Secrecy; Ihe tcok care, while she
1860	nyp.33433076079361	q	pounds	1000000.0	inheritance	illustration, compared with the millions of grandpapa Dashon 1 Translate them into francs, and the sura was enormous. An heire a ticketed with that amount
1894	nyp.33433075819114	q	pounds	50000.0	other	have met my engagements." " Well, then, how about the fifty thousand francs from the Bastile ? There, I trust, you are boarded and lodged,
1941	00010628	q	pounds	1.0	other	lonely. He hitched up the mule while Mat was getting an old quid loose from his pocket. It was almost white from chewing. Mat stood
1901	mdp.39015063938768	e	none	0.0	nonmonetary	another?' "Her manner changed, pap. She seemed startled and looked like a guinea chicken in the grass with its head up. " 'Yes'm, a sister,
1806	uiuo.ark:/13960/t8bg39w1x	e	none	0.0	nonmonetary	in a hanging business, whose af cc fair would that be ?" 2d Mask. cc You are such a hence hearted fellow. How could the
1917	mdp.39015030763232	e	none	0.0	nonmonetary	consequences of his folly ? Is what he has done legitimate ? 7s he bound for life by what he has done while a boy?"
1857	uiuo.ark:/13960/t0xp7m23h	q	pounds	0.004	idiom	; and I don't hear as how he's offered to pay a penny of it back as yet." " How came Walter to be such
1827	hvd.hxcnrh	e	none	0.0	nonmonetary	yet she was not always happy here; but wio she is, and $0 slrall we when we die and go to her; but then we
1786	njp.32101037042502	q	pounds	15000.0	income	the fact is, that the woman now before you, with fifteen thousand pounds, and the expectance, the dependence, I may call it, of fifteen more
1804	uiuo.ark:/13960/t3cz3x62n	q	pounds	50.0	gift	hands, before you go Mr. Cleghorn put into James's hand a fifty pound note, and a letter of recommendation to a Liverpool merchant. James left
1909	uc2.ark:/13960/t48p5ww2j	q	dollars	0.06	price	with that gilt stuff for ten hours a day ! At six cents per dozen ! Do you see anything in that to make me
1829	hvd.hwadal	e	none	0.0	nonmonetary	heavy grounds of suspicion, not being replevisable under the statute of the 3d of King Edward, there being in that act an express exception of
1902	mdp.39015013793693	q	none	40000000.0	capital	ground. Then there are securities to the value of forty millions of francs — an immense sum, my friends, but of no more value than
1797	uc2.ark:/13960/t4wh2fp3p	q	pounds	0.05	price	on a slaughtering day, and give two df three of them a shilling apiece, to let him be their substitute m that operation. You call
1793	nyp.33433074911805	e	none	0.0	nonmonetary	in an ecstasy) as my leg! I did not think you had £6 much manhood in you." " I like to let folks go their
1926	00010255	q	dollars	100.0	capital	doesn’t know the extent of my resources. We’ve often needed a hundred dollars or two so bitter bad; he wouldn’t understand. But that is money
1861	nyp.33433075822951	q	dollars	20000.0	loan	to see the nobles sold. ... I would lend you twenty thousand francs myself if you wanted them ; but I heard that the count
1904	wu.89001904986	q	pounds	0.024	wages	which the soldier himself, the instrument who works them, is forced (for sixpence a day, if he can get it) to undergo. Need I be
1765	mdp.39015078565317	e	none	0.0	nonmonetary	and take care of me. I had an entire left of silver dimes and plates and other necessaries, which, in proportion to those df the
1870	njp.32101068597564	e	none	0.0	nonmonetary	life has been no more than a mistake. She has lost her crown. The deepest secret of human blessedness has half whispered itself to her,
1845	nyp.33433076014475	q	dollars	100.0	debt	lonely loghouse, I should have given back to the man his hundred dollars, and relinquished the cause. I took my seat, looking, I am convinced,
1900	mdp.39015048785763	e	none	0.0	nonmonetary	in earnest, as if predicting for Her the royal honours which would crown her brows in years to come. But he did not know that
1838	njp.32101067178515	q	florins	60000.0	price	best judge, but I should suppose something about fifty-five or sixty thousand florins would be about the mark." " Sixty thousand florins, Mr. Balthazar, have
1842	uc2.ark:/13960/t5q817h0f	e	none	0.0	nonmonetary	in the evening, which the horses appear to relish very much. April 3d. This forenoon a child, which had been some time sickly, died in
1938	00010563	q	dollars	10.0	price	about a quarter after one Tuesday night and had to pay ten dollars for a fender he had dented. He walked away from the garage
1764	dul1.ark:/13960/t6446jc6s	e	none	0.0	nonmonetary	( I CHAP. XIX. A more full Discovery of my P erf cent or s which fixes in me the resolution of retiring into a
1855	uiuo.ark:/13960/t5z613f1v	q	pounds	1.0	other	Robbie at the Manse says he would rather have it than a pound note. I am to have an awful lot of things, papa says
1852	nyp.33433076086440	q	dollars	1.0	gift	be a warm spot, where those young hands had placed that precious dollar. Tom put up his hand, and held it close to his heart.
1867	nyp.33433076046451	e	none	0.0	nonmonetary	that first winter I was in Washington. Why, Dakie must be a dollar prince ! " He was just Dakie Thayne, though, for all that.
1787	nyp.33433074907563	q	pounds	1000.0	gift	my deposit, I found in it a bank bill for a thousand pounds. This generous gift will make Mrs. Clifford perfectly easy through life, and
1903	uva.x002264542	q	pounds	10000.0	income	for that. I was empowered to offer him up to forty thousand crowns with a company in the Guards. Besides this, an abbey should be
1877	nyp.33433076073646	q	dollars	0.1	other	just before you came, — about poor people who gave the only pennies they had to pay for sending missionaries, and went without their Sunday
1836	uiuo.ark:/13960/t40s04d2t	e	none	0.0	nonmonetary	stunted leg, white faced, and his voice no more terrible than a penny trumpet, 'tis but a poor imitation after all. He does his best,
1789	nyp.33433074955067	q	pounds	10.0	income	about it; I will also pay you the annual sum of ten pounds for the lives of you both; I will put out your children
1756	mdp.39015078548669	e	none	0.0	nonmonetary	almost brought the flux upon us. I had upwards of half a pound of gunpowder, in a large horn, about my neck, and 1 believe,
1763	uc2.ark:/13960/t5t728v3r	q	pounds	500.0	gift	the old commodore and his lady, who gave her niece five hundred pounds to purchase jewels and clothes, Mr. Peregrine could no longer reftran his
1818	uc1.b287473	q	pounds	0.001	idiom	— solely on these conditions ; namely, that I expended not one farthing of my property on my husband (while that husband was Sedley Seymour)
1918	uc2.ark:/13960/t9h41m50c	q	dollars	5.0	price	coffin and the lot out there in the cemetairy, an givin five dollars or so, I s pose, to that english church preacher quotquot; Well,
1805	uiuo.ark:/13960/t1hh6st5v	e	none	0.0	nonmonetary	lawyers, at length supplicated the mediation of the once despised Rosausa, to £76 THE HOKiCU : $. to accommodate the affair with her vindictive cousin,
1887	uiuo.ark:/13960/t9p27d018	q	pounds	1.0	price	short run from the opposite coast, when tea was twenty shillings a pound, and other things in proportion ? One side was thirsting for English
1916	mdp.39015022670056	q	dollars	600.0	capital	Europeans in the towns of the straits settlements. Now, six hun dred dollars represented a small fortune to a man of Kulop Sumbing's standing, and
1943	00010721	q	dollars	1000.0	debt	Stark was still not in a position to pay out the thousand dollars Halloran had promised Peranda, because Stark didn’t have the story that had
1798	hvd.hn6nef	q	pounds	3375.0	capital	of his noble soul. He vows he will not take back one farthing of the fifteen hundred louis the banker has already paid; and, to
1884	nyp.33433082015664	q	dollars	200.0	price	THE next day Grover had an accident, which cost him upward of $200. He mixed something or other, which made a terrific racket and smashed
1816	uc2.ark:/13960/t4mk68g3n	q		0.001	idiom	3 savages send her home that is, maw waw slant give a farthing." " All regular, Mr. Alderman, your bowels are copious, though not considerate
1946	00010835	e	none	0.0	nonmonetary	her mouth, India threw herself abruptly to the floor. She caught a guinea pig. "Put him down," whispered Shelley. "You make me," said India, and
1934	00010440	q	dollars	5000.0	debt	by Mr. Aiken, she discovered that there was still another five thousand dollars that was due her beside the money Lemuel Pike had paid back.
1844	uc2.ark:/13960/t6542q470	q	pounds	1750.0	ransom	However that may be, I have fixed his ransom at seven thousand crowns of gold ; and here stands his page ready to pay the
1854	nyp.33433076039589	e	none	0.0	nonmonetary	Well, well, " interrupted the impatient skipper, " let him go to Guinea, if he likes; what has that whale to do with your mutilated
1820	njp.32101073360305	e	none	0.0	nonmonetary	Man alo a irariety of 'ethers, at |, Id, <tf 3d, 4d, 6d, tis 6d, c for Sale. t«tit7 f «ntciuiwug edPi -*? Ye children
1872	uiuo.ark:/13960/t06x0132p	q	pounds	10.0	price	all the articles of scanty furniture their room had contained, the few pounds necessary for that purpose, and for her own mourning. Philip had been
1914	nyp.33433074949532	q	pounds	500.0	price	All aloae, " said Mr. Isker, his face dropping. " Hundreds of pounds wasted on accomplishments, for what ? " His eyes looked tragically at
1929	00010303	q	dollars	10.0	price	me dey chargin um to let um show here? I’d pay ten dollars to see dat man pick dat saw, ef I had to. I
1867	uc2.ark:/13960/t2f766k1n	q	dollars	3000.0	income	the subject. He had a wife, a child, and a few thousand dollars. If he gave his life to the country, would God and the
1837	mdp.39015016735337	q	dollars	10000.0	income	continued, turning towards her as he spoke, " I will settle 10,000 francs on you the day of your marriage with Philippe : but, mark
1890	uc1.b3326163	q	dollars	300.0	capital	value of all their possessions would have been less than three hundred dollars, yet they would not have traded their couch of bear skins for
1764	dul1.ark:/13960/t75t4h262	q	pounds	0.001	idiom	veifel wanted to be paid their passage, and they had not a farthing to pay him. Why did not you tell meof this on board
1881	mdp.39015001521627	q	pounds	0.4	price	of raisins, and half a dozen small loaves of bread for ten pence — not because the Spaniard of today does not know how to
1811	njp.32101007066044	q	pounds	4.2	price	the matter, would expect to have such rooms for less than four guineas ; and that was what the gentleman said when he took them
1821	uc2.ark:/13960/t57d2w91h	e	none	0.0	nonmonetary	SjTia, from whence is formed the Sameyel Winds." volney. Note D, Page 3S. ..There were no burning sands. " The sand hills have in general
1934	00010458	q	dollars	75.0	price	hips that make cotton look like silk and $17.75 resemble a straight $75. No more lying awake nights planning how to infuse youth into her
1758	nyp.33433074911730	q	pounds	1200.0	capital	and no longer " ago than yesterday, I paid him twelve hundred pounds, for Mine adventures, york buildings, and temple mills; of ** all which,
1879	njp.32101068140738	q	dollars	1000000.0	capital	Supreme Court, into possession of a property estimated at a million of dollars or more. It consists of a large tract of land purcuased many
1791	mdp.39015033367668	q	pounds	100.0	gift	that Lady B — — 's letter covered two banknotes, of fifty pounds each. I paid my best acknowledgments for her unmerited friendship and kindness.
1885	njp.32101068142783	q	dollars	0.5	savings	to 10 gether, and not let people know I'D saved half a dollar by walking." Mrs. Roberts: "She's been detained too!" Hoberts, coming forward: "
1909	uc2.ark:/13960/t3xs5md6j	q	pounds	100.0	check	heaven's sake!" [174] HER WEEKLY CHECK, PLUS A DRAUGHT FOR A HUNDRED POUNDS She stared at it, at me, at it again, then choked and
1914	uc2.ark:/13960/t6f18v44x	q	dollars	20.0	price	a girl like my niece, you're wrong. Why, she's wearing a twenty dollar corset this minute and the whole armour wasn't designed on those lines.
1825	mdp.39015012158708	q	pounds	1000.0	loss	such an incalculable amount of undiscovered treasure, and now, when thousand ef pounds had eluded his search, to be perplexed for shillings and pence was
1883	uc2.ark:/13960/t8jd53k96	e	none	0.0	nonmonetary	this ■wise. She took a robe, very beautiful to see, and a crown of gold, and sent them as a marriage gift to the King's
1847	njp.32101067626992	q	dollars	1.0	gift	I thought it did." "You didn't know what he did with that dollar?" " Of course not." " He gave it to me, when I
1843	uiuo.ark:/13960/t7xk8tj3j	q	pounds	15000.0	capital	You are aware that my nephew's fortune amounts only to fifteen thousand pounds. All the rest is in my power. Now attend to me, attend
1862	nyp.33433076067143	q	dollars	5.0	wages	a note broker, wherein my first ambition had been to make five dollars a day. To run about all the morning without success, or if
1919	uc2.ark:/13960/t1dj5bx7t	q	dollars	0.1	gift	her religious convictions, had stood to her, and when she put the pennies on the weaver's eyes she was glad she had done her duty
1840	uc2.ark:/13960/t0xp79v90	q	pounds	200.0	price	as they could want for wearing, , amounted to above two hundred pounds, including some beds, bedding, and household stuff, particularly kitchen utensils, with pots,
1940	00010625	e	none	0.0	nonmonetary	and ending with the thorns of self-disesteem that were pricking him. At 42nd Street he fought his way out. Since it was long past five
1908	loc.ark:/13960/t5v70921f	q	dollars	0.1	price	steak for the "disthrisful little crayture, " Nessy spent all her spare pennies for oranges and bananas to tempt his appetite, and little Warren said
1904	uc2.ark:/13960/t1ng4j37n	q	pounds	0.004	pocket	in disgrace from long service because of a small offence, without a penny, but with rheumatism in all his bones, and with his patriotism destroyed,
1785	mdp.39015024230594	q	pounds	10.5	other	and tranquillity to his age! To what raptures mould he awake! Ten guineas would only give him a momentary relief, but fifty would procure him
1890	uc1.b3550020	q	dollars	77.5	debt	brought out " 'to owe you $77.50 — that is double the $38.75, as I figure " 'it in my head.' " 'Or, ' continued
1783	njp.32101037021290	q	pounds	1.05	pocket	too rich — and should think myself so had I only one guinea upon the earth — to marry Emma to your fortune to mend
1789	nyp.33433074916432	e	none	0.0	nonmonetary	factions brave j?. 95, /. 2, /. i the r. if the. £.114, z.f. will they r. they will. p.s. 270, a? w. /. of
1828	uc1.b3327494	q	pounds	2.0	bet	watched the whole pro ceeding, and had seen Lady Graspall stake two pounds on Mrs. Thornby's side, turned away with a look of disgust from
1867	uc1.b3321947	q	pounds	70.0	wages	five hours from his ordinary work, to earn a fee of seventy pounds by a flying visit to a country patient, to the loud talking,
1878	uc1.b303921	q	pounds	0.024	pocket	arm in arm with the actor. The battle painter threw the only sixpence he had about him into a lame beggar's hat. " Holy Mother
1812	uiuo.ark:/13960/t6j10p77j	e	none	0.0	nonmonetary	their best friends, by vulgar jokes on the defects of their persons, 9d persons, their dress, nay, sometimes on their professions, their trades, or their
1754	ucm.5320262243	q	pounds	14.35	expenses	saw, but may comply with my Request of supplying me with Fourteen Pounds Seven Shillings, which will answer all my present Demands; and, perhaps, before
1899	nc01.ark:/13960/t1gj08q6j	q	dollars	2000000.0	loss	raid he captured and paroled 1,877 prisoners, and destroyed over two million dollars worth of property, with a loss of only two killed, twenty four
1848	uc2.ark:/13960/t2j67jd4z	q	pounds	0.75	wages	month. I'M sure I shouldn't like to write all this for fifteen shillings, or to get it done either. The paper alone must have cost
1920	uc2.ark:/13960/t22b8vt30	q	pounds	50000.0	capital	one to whom I could tell the history of the fifty thousand francs "My dear dame Lepas, " I answered, checking the flow of her
1933	00010409	q	dollars	0.01	bribe	Hear?” Good-bye, Dad. Don’t feel too bad, and don’t you pay a cent for ransom. I wasn’t worth much anyway. Give Chrissie my love. I’m
1912	nyp.33433076074867	q	dollars	100000.0	price	" And then tonight, she suddenly blazed out in a hundred thousand dollars' worth of sapphires, and a gown made of starlight! She came into
1836	nnc1.50207065	q	pounds	60.0	wages	ambition was, to be comfortably situated as a Secession minister, with sixty pounds per annum, secured by the voluntary bonds of a grateful people. But
1926	00010258	e	none	0.0	nonmonetary	what direction or over what country. When they worked together in the 1920s, it was Ford who recommended Hudson to Hemingway as writing the best
1851	uc2.ark:/13960/t2h708h89	q	dollars	150.0	wages	three captives, and received their reward, (amounting to one hundred and fifty dollars, ) for their services as faithful hounds ! Farewell to thy fair
1801	mdp.39015078562132	e	none	0.0	nonmonetary	dry great quantities of it in the sun, in lumps of a pound, or thereabouts each ; and when they want it (as at eating
1773	njp.32101041469998	q	pounds	0.05	wages	hapless subject of it, if, by his death, they may earn a shilling more than by their labours. At length I had examined every station
1822	mdp.39015014117751	e	none	0.0	nonmonetary	to raise the standard of resistance, and seek the aid of foreign sovereigns, I will do both in the fair face of Heaven ; calling
1875	njp.32101067000941	q	pounds	0.33	bet	do not call three hats considerable bets. Why, you may get 6s. 8d. ones. Do you mean to say that only ? — They never
1782	hvd.hn4q7f	e	none	0.0	nonmonetary	powdered with flowers of gold, < and bears for his device three crowns ' argent in a sield azure, is the amor ' Micocolembo, Grand
1894	mdp.39015039506467	q	none	800.0	price	dresses, very simple ones, but yet costing from seven to eight hundred francs, each. And that was not all. On the day of her first
1775	mdp.39015064337754	e	none	0.0	nonmonetary	presumed to inquire what it was. It was, she informed me, a sovereign pre paration, which, besides purifying the constitution in general, was particularly useful
1818	uc1.b3360461	q	pounds	2.5	loan	he said it was true indeed the other had lent him ten crowns, but that he had restored them to him into his own hand;
1866	nc01.ark:/13960/t4qj7tr1v	q	dollars	10.0	bet	by "Sweet Evelina, " " Faded Flowers, " " I lay ten dollars down, " and the "Old Grey Hoss" — perennial favourites with the
1824	nyp.33433074915038	e	none	0.0	nonmonetary	hole through it, and hang it about • A maun is seven pounds and a half; a miscal, twenty-four grains. their necks by way of
1750	mdp.39015024577101	q	pounds	50.0	price	the Italian slaves; and the latter, to have a note for fifty pounds of meat, which my butcher delivered them every week. I descend to
1800	nyp.33433074955026	q	pounds	3.15	other	talking with him above there.'.' - - " Veil, veil, why, three guineas is money ; " fold Mrs. Pelf, with a look and voice
1872	uc2.ark:/13960/t4xg9h31j	q	dollars	5.0	price	anybody. He had presumed that he should be offered at least five dollars, since the jewellery was evidently worth ten times that amount, probably, more.
1850	njp.32101068162534	q	dollars	5.0	gift	the southeast She gave Beechnut the money. It was all in half dollars. There were of course ten of them. She gave him the money
1752	nyp.33433068198260	e	none	0.0	nonmonetary	Queen, extending her Arms to embrace them ; receive from me the Crowns which your Virtue, your Birth, and your Constancy deserve; your Sufferings shall
1841	uiuo.ark:/13960/t1tf05x43	q	pounds	255000.0	capital	merits, weighed in the balance against two hundred and fifty five thousand pounds, odd shillings, consols, — Tchindagore Park, — and a capital family mansion
1788	hvd.hn2ghv	q	pounds	4.2	bet	reduce him, he went to the lottery office, and laid out four guineas, the only money that he could spare in the world. With what
1905	uc2.ark:/13960/t5s758g9j	q	pounds	0.05	price	into the till before answering. "I suppose that's why you spent a shilling, " she said slowly; "to find that out. No, I don't keep
1831	nyp.33433074868740	q	pounds	15000.0	capital	mental attractions of Miss Katherine, to a certain sum of fifteen thousand pounds, three percent, consols, which was to be transferred to him on the
1778	mdp.39015078549527	e	none	0.0	nonmonetary	of Africa, or, as our Sailors vulgarly call it, a Voyage to Guinea. . ''It was my great Misfortune, that in all these Advent turesl
1762	uc2.ark:/13960/t50g3jc0p	q	pounds	100.0	gift	in that house, they had given fortunes from twenty to an hundred pounds, as merit and occasion directed, to about thirty young women, and that
1838	hvd.hx157b	e	none	0.0	nonmonetary	for er to oppress, and so on. No, no, women make good sovereigns!" "May my dear country prove the truth of your majesty's assertion for
1927	00010274	q	dollars	0.1	price	Across the Dark Continent. Neither did they lack the usual assortment of dime novels and shilling-shockers, in paper covers. The list could be extended indefinitely;
1784	mdp.39015078563270	q	pounds	0.004	pocket	mine own estate in other Ikuk;?. However, since I had not a penny of money to endeavour at recovering my right with, I told my
1842	uiuo.ark:/13960/t8ff4dc98	q	pounds	0.5	other	about ten pounds English. (5) Toman. A gold Toman is about ten shillings. (6) Maidan. Open space — plain. (7) Mushtehed. Chief priest, or head
1882	uc1.b3336983	q	pounds	20000.0	bribe	patriotism by the mafia. There had been a reward of twenty thousand francs on Mauro's head, dead or alive, for several years, and photographs of
1936	00010504	q	dollars	11500.0	loan	he had loaned to friends through the years when he was flush, $11,500. Paring to the bone he budgeted his living expenses and family responsibilities
1884	uiuo.ark:/13960/t6b28ff2f	q	pounds	0.05	wages	marshal should make an investigation what the men who take the Queen's shilling are really drilled in — the goose step or waltzing. If he
1869	uiuo.ark:/13960/t4zg79m6r	e	none	0.0	nonmonetary	one conspirator, and the prison or very likely the block for another. Crowns for the crowns that have brains under them; blocks for the blockheads.
1799	uc2.ark:/13960/t8kd1v44v	e	none	0.0	nonmonetary	silver " in Dublin, then broke, and *,; went on board a Guinea man. In (', :, -. : : v ** some of his
1893	nyp.33433076083850	q	dollars	3.0	services	Everything is very expensive, " sighed Mrs. Meredith. " We paid three dollars for our carriage from the ship ; and I believe it's nothing
1880	uc1.b3401748	e	none	0.0	nonmonetary	the president of a republic, the regent of a monarchy, or a sovereign myself. It would be painful and disagreeable to have to change one's
1948	00010893	e	none	0.0	nonmonetary	a Roman cohort came—the first, mind you—and I felt their pilum, six pounds of metal and six pounds of wood behind it. There is a
1790	njp.32101074629559	e	none	0.0	nonmonetary	had impaired my health ; but this Jast stroke pifr*rt quite out 9s order. The grief which my father must have? felt at my departure,
1855	nyp.33433074945928	q	pounds	0.001	pocket	into force, and retired to Wales. He had paid to the last farthing all his misguided son's honourable and dishonourable debts ; and this proceeding,
1792	uc2.ark:/13960/t4mk6790j	e	none	0.0	nonmonetary	days ago, I was a king. My prime minister has seized my crown, and I wi m to save my life." " Your life (hall
1803	uiuo.ark:/13960/t5q81zv8g	q	pounds	32.0	other	manners were fo totally different from the the reH of mankind, The £32 , '' The Sight of the morniiio /' said I, '' h
1898	wu.89090350653	q	florins	10.0	pocket	the French money which I had just given them, but also Wurtemburg florins came to my pocket. Two trades which help each other along are
