idcode,date,wordcount,author,title
nyp.33433082193578,1781,109479,"Lucian,",The works of Lucian
hvd.hn62x5,1781,26221,"Espenscheid, Gertrude E.",The masqued weddings;
mdp.39015066644074,1781,57395,"Marmontel, Jean-François,",Moral tales
mdp.39015078575647,1782,72794,"Johnson, R.",The Lilliputian library
hvd.hn4q7f,1782,436061,"Cervantes Saavedra, Miguel de,",The history and adventures of the renowned Don Quixote
mdp.39015078565366,1782,90233,"Swift, Jonathan,",Travels into several remote nations of the world
uc2.ark:/13960/t72v2gt65,1782,27358,"Scott, Helenus,",The adventures of a rupee
mdp.39015036835745,1782,54908,"Kimber, Edward,",The history of the life and adventures of Mr. Anderson
mdp.39015064575254,1783,36393,"Pratt,",Liberal opinions
njp.32101037021282,1783,28828,"Pratt,",Emma Corbett
dul1.ark:/13960/t7gq7n502,1783,17811,"Thomson, William,",The Man in the moon;
njp.32101037021290,1783,30638,"Pratt,",Emma Corbett
mdp.39015063937836,1783,37631,"Mackenzie, Henry,",The man of feeling
mdp.39015063617024,1783,79151,"Johnstone, Charles,","Chrysal; or, The adventures of a guinea"
nyp.33433082227772,1783,47350,"Sterne, Laurence,",Works of Laurence Sterne
mdp.39015063617016,1783,82607,"Johnstone, Charles,","Chrysal; or, The adventures of a guinea"
uc2.ark:/13960/t40r9nf6g,1783,37223,"Mackenzie, Henry,",The man of feeling
mdp.39015078562280,1783,142334,"Paltock, Robert,","The life and adventures of Peter Wilkins, a Cornish man"
mdp.39015063616992,1783,61446,"Johnstone, Charles,","Chrysal; or, The adventures of a guinea"
mdp.39015078549774,1783,97748,"Defoe, Daniel,",The life and most surprizing adventures of Robinson Crusoe
mdp.39015063617008,1783,61032,"Johnstone, Charles,","Chrysal; or, The adventures of a guinea"
uc2.ark:/13960/t6ww78d6q,1783,59245,"Graves, Richard,",The spiritual Quixote
nyp.33433082227525,1783,61352,"Sterne, Laurence,",The works of Laurence Sterne
nyp.33433074911342,1784,80893,"Smollett, T.",The adventures of Peregrine Pickle
nyp.33433074907738,1784,73944,"Burney, Fanny,",Evelina ;
nyp.33433074911367,1784,83330,"Smollett, T.",The adventures of Peregrine Pickle
mdp.39015062288256,1784,56813,<blank>,Eloisa en déshabille
nyp.33433074911334,1784,75574,"Smollett, T.",The adventures of Peregrine Pickle
nyp.33433074913389,1784,65897,<blank>,"The history of Julia Benson, in a series of letters"
hvd.hn5hbi,1784,182221,"Fernández de Avellaneda, Alonso.",A continuation of the history and adventures of the renowned Don Quixote de la Mancha
mdp.39015065783857,1784,74742,"Paltock, Robert,","The life and adventures of Peter Wilkins, a Cornish man"
hvd.hn25zc,1784,42149,<blank>,"Fabulæ Æsopi selectæ, or, Select fables of Æsop"
nyp.33433074955257,1784,54289,"Pratt,",The tutor of truth
nyp.33433075813448,1784,85553,"Rousseau, Jean-Jacques,","Eloisa, or, A series of original letters"
mdp.39015030208071,1784,14011,<blank>,Letters from a peeress of England to her eldest son
nyp.33433074907746,1784,83317,"Burney, Fanny,",Evelina ;
nyp.33433024101465,1784,70923,"Paltock, Robert,","The life and adventures of Peter Wilkins, a Cornish man"
nyp.33433074911359,1784,81474,"Smollett, T.",The adventures of Peregrine Pickle
mdp.39015078563270,1784,76479,"Paltock, Robert,","The life and adventures of Peter Wilkins, a Cornish man"
nyp.33433075813422,1784,82334,"Rousseau, Jean-Jacques,","Eloisa, or, A series of original letters"
nyp.33433075813414,1784,75896,"Rousseau, Jean-Jacques,","Eloisa, or, A series of original letters"
mdp.39015078563262,1784,70983,"Paltock, Robert,","The life and adventures of Peter Wilkins, a Cornish man"
mdp.39015065783840,1784,70744,"Paltock, Robert,","The life and adventures of Peter Wilkins, a Cornish man"
nyp.33433075813430,1784,79137,"Rousseau, Jean-Jacques,","Eloisa, or, A series of original letters"
uc2.ark:/13960/t6542w167,1785,65498,"Genlis, Stéphanie Félicité,","Tales of the castle; or, Stories of instruction and delight"
mdp.39015063979648,1785,29320,"Peacock, Lucy,","The adventures of the six princesses of Babylon, in their travels to the temple of virtue"
inu.30000128785676,1785,313844,"Gueullette, Thomas-Simon,",Tartarian tales
mdp.39015078549725,1785,91639,"Defoe, Daniel,","The life and most surprising adventures of Robinson Crusoe, of York, mariner;"
mdp.39015078549758,1785,122953,"Defoe, Daniel,","The whole life and strange surprising adventures of Robinson Crusoe, of York, mariner"
uc2.ark:/13960/t20c53p5n,1785,46562,"Genlis, Stéphanie Félicité,","Tales of the castle; or, Stories of instruction and delight"
njp.32101037569348,1785,29090,"Peacock, Lucy,","The adventures of the six princesses of Babylon, in their travels to the temple of virtue"
mdp.39015024230586,1785,63552,"Genlis, Stéphanie Félicité,",Tales of the castle;
mdp.39015063560596,1785,73909,"Mathews, Charles,",Constance
mdp.39015024230602,1785,54821,"Genlis, Stéphanie Félicité,",Tales of the castle;
uc1.31822035065192,1785,6452,"Newton, John,",A monument to the praise of the Lord's goodness and to the memory of dear Eliza Cunningham
mdp.39015024230628,1785,45277,"Genlis, Stéphanie Félicité,",Tales of the castle;
mdp.39015063918562,1785,39031,<blank>,Eleanora: from the Sorrows of Werter
mdp.39015063560604,1785,62231,"Mathews, Charles,",Constance
mdp.39015024230594,1785,46783,"Genlis, Stéphanie Félicité,",Tales of the castle;
mdp.39015063560612,1785,60543,"Mathews, Charles,",Constance
mdp.39015063560554,1785,66711,"Mathews, Charles,",Constance
mdp.39015078549733,1785,103596,"Defoe, Daniel,","The life and most surprizing adventures of Robinson Crusoe of York, mariner;"
nyp.33433074913546,1786,61095,"Burney, Fanny,","Cecilia, or, Memoirs of an heiress"
nyp.33433067307508,1786,31441,<blank>,"Tales, romances, apologues, anecedotes and novels"
uc2.ark:/13960/t76t0m600,1786,73758,"Tooke, John Horne,","Epea pteroenta, or The diversions of Purley"
nyp.33433066603477,1786,309797,<blank>,"The New novelist's magazine, or Entertaining library of pleasing and instructive histories, adventures, tales, romances, and other agreeable and exemplary little novels"
nyp.33433074907514,1786,50209,"Bellamy, George Anne,","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre"
njp.32101037042494,1786,60239,Lady.,"Elfrida, or Paternal ambition"
hvd.hn4qk8,1786,105229,"Cervantes Saavedra, Miguel de,",The history and adventures of the renowned Don Quixote
dul1.ark:/13960/t0ms4mx49,1786,89293,"Bennett,","Anna; or, Memoirs of a Welch heiress"
nyp.33433074913512,1786,64500,"Burney, Fanny,","Cecilia, or, Memoirs of an heiress"
njp.32101037042502,1786,63857,Lady.,"Elfrida, or Paternal ambition"
nyp.33433074913538,1786,71286,"Burney, Fanny,","Cecilia, or, Memoirs of an heiress"
nyp.33433074907555,1786,49480,"Bellamy, George Anne,","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre"
dul1.ark:/13960/t6nz8wn66,1786,81741,"Berington, Simon,",The adventures of Signor Gaudentio di Lucca
nyp.33433074913553,1786,72693,"Burney, Fanny,","Cecilia, or, Memoirs of an heiress"
nyp.33433074913520,1786,61659,"Burney, Fanny,","Cecilia, or, Memoirs of an heiress"
dul1.ark:/13960/t3vt2js1t,1786,82056,"Bennett,","Anna; or, Memoirs of a Welch heiress"
nyp.33433074907522,1786,51824,"Bellamy, George Anne,","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre"
uc2.ark:/13960/t1jh3h32v,1786,30241,"Douglas, James,",Travelling anecdotes
nyp.33433066603469,1786,280836,<blank>,"The New novelist's magazine, or Entertaining library of pleasing and instructive histories, adventures, tales, romances, and other agreeable and exemplary little novels"
uva.x000826970,1786,137239,"Smollett, T.",The adventures of Peregrine Pickle
hvd.hn4qkb,1786,110232,"Cervantes Saavedra, Miguel de,",The history and adventures of the renowned Don Quixote
nyp.33433074907530,1786,45914,"Bellamy, George Anne,","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre"
nyp.33433067307516,1786,27152,<blank>,"Tales, romances, apologues, anecedotes and novels"
nyp.33433007970431,1787,28197,"Smith, Charlotte,",The romance of real life
dul1.ark:/13960/t90870v2v,1787,61544,"Lee, Sophia,","The recess, or, A tale of other times"
nyp.33433007970449,1787,25263,"Smith, Charlotte,",The romance of real life
nyp.33433074907571,1787,60262,"Keir,",The history of Miss Greville
njp.32101068162385,1787,19786,"Nicholson,",The village of Martindale
uc2.ark:/13960/t80k27x9z,1787,16596,<blank>,"Familiar essays, on interesting subjects"
mdp.39015068351066,1787,50977,"Fielding, Sarah,",The history of Ophelia
nyp.33433007970456,1787,18000,"Smith, Charlotte,",The romance of real life
nyp.33433074907563,1787,59380,"Keir,",The history of Miss Greville
hvd.hn6ng3,1787,15919,<blank>,Authentic adventures of the celebrated countess de la Motte
nyp.33433074955471,1787,70073,<blank>,Lucinda Osburn
dul1.ark:/13960/t0gt6bf90,1787,53070,"Lee, Sophia,","The recess, or, A tale of other times"
dul1.ark:/13960/t1dj65k1r,1787,46711,"Lee, Sophia,","The recess, or, A tale of other times"
njp.32101068162393,1787,17177,"Nicholson,",The village of Martindale
mdp.39015068350910,1787,53044,"Fielding, Sarah,",The history of Ophelia
nyp.33433074911508,1788,47412,"Smith, Charlotte,",Emmeline
dul1.ark:/13960/t6058g653,1788,140678,"Berquin,",The children's friend
nyp.33433074911516,1788,44006,"Smith, Charlotte,",Emmeline
hvd.hw3q0g,1788,20946,"Rousseau, Jean-Jacques,",The beauties of Rousseau;
dul1.ark:/13960/t5k943g2j,1788,16667,"Berkeley, George Monck,",Heloise: or The siege of Rhodes
uc2.ark:/13960/t0js9j885,1788,29806,<blank>,"The amicable Quixote, or, The enthusiasm of friendship"
mdp.39015078572271,1788,52717,"Campe, Joachim Heinrich,",The new Robinson Crusoe;
nyp.33433074911524,1788,51757,"Smith, Charlotte,",Emmeline
nyp.33433074911532,1788,71490,"Smith, Charlotte,",Emmeline
mdp.39015078572263,1788,52284,"Campe, Joachim Heinrich,",The new Robinson Crusoe;
hvd.hn65ju,1788,63562,"Fielding, Henry,",The history of the adventures of Joseph Andrews and his friend Mr. Abraham Adams
hvd.hw3q0h,1788,18718,"Rousseau, Jean-Jacques,",The beauties of Rousseau;
dul1.ark:/13960/t7tm84f1c,1788,149552,"Berquin,",The children's friend
hvd.hn2ghv,1788,71616,"Berquin,",The children's friend
nyp.33433075813281,1789,41725,"Saint-Pierre, Bernardin de,",Paul and Mary
nyp.33433074916432,1789,41499,"Bennett,",Agnes de-Courci
mdp.39015078572313,1789,84264,"Campe, Joachim Heinrich,",The new Robinson Crusoe;
mdp.39015078549691,1789,25466,"Defoe, Daniel,","The wonderful life, and surprising adventures, of that renowned hero, Robinson Crusoe;"
nyp.33433074916440,1789,37842,"Bennett,",Agnes de-Courci
nnc1.1002261596,1789,25168,"Berkeley, George Monck,",Heloise
uc2.ark:/13960/t85h7q10h,1789,73132,"Moore, John,",Zeluco
nyp.33433074916465,1789,37027,"Bennett,",Agnes de-Courci
nyp.33433074910302,1789,80892,"Moore, John,",Zeluco
mdp.39015012371350,1789,74962,"Moore, John,",Zeluco
mdp.39015012371368,1789,78431,"Moore, John,",Zeluco
nyp.33433074919766,1789,95806,"Defoe, Daniel,","The life and most surprising adventures of Robinson Crusoe, of fork, mariner, who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque"
mdp.39015078549683,1789,29309,"Defoe, Daniel,","The most surprising adventures, and wonderful life of Robinson Crusoe, of York, mariner"
uc2.ark:/13960/t77s7vw6c,1789,79101,"Moore, John,",Zeluco
mdp.39015063980117,1789,41056,"Hayley, William,",The young widow;
mdp.39015078549709,1789,90215,"Defoe, Daniel,","The life and most surprising adventures of Robinson Crusoe, of fork, mariner, who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque"
mdp.39015063912136,1789,50290,"Hayley, William,",The young widow;
nyp.33433074910294,1789,74802,"Moore, John,",Zeluco
nyp.33433074916457,1789,36218,"Bennett,",Agnes de-Courci
nyp.33433074955067,1789,55882,"Reeve, Clara,",The Old English Baron
mdp.39015059901499,1789,103568,<blank>,The Town talk
mdp.39015063980125,1789,36500,"Hayley, William,",The young widow;
mdp.39015078549337,1790,118893,"Defoe, Daniel,","The life and strange surprizing adventures of Robinson Crusoe, of York, mariner"
nyp.33433074919709,1790,117063,"Defoe, Daniel,","The life and adventures of Robinson Crusoe, of York, mariner"
mdp.39015078549667,1790,122366,"Defoe, Daniel,","The life and adventures of Robinson Crusoe, of York, mariner"
njp.32101071963480,1790,88409,"Rousseau, Jean-Jacques,","The confessions of J.J. Rousseau, citizen of Geneva"
hvd.hn2u4x,1790,26322,"Keate, George,",Sketches from nature;
njp.32101074629559,1790,46980,"Lavallée, Joseph,",The negro equalled by few Europeans;
njp.32101074629567,1790,28899,"Lavallée, Joseph,",The negro equalled by few Europeans;
mdp.39015078549329,1790,108859,"Defoe, Daniel,","The life and strange surprizing adventures of Robinson Crusoe, of York, mariner"
nyp.33433074918784,1790,21163,"White, James,","The adventures of John of Gaunt, Duke of Lancaster"
mdp.39015078549022,1790,105634,"Defoe, Daniel,","The life and adventures of Robinson Crusoe, of York, mariner"
nyp.33433074918800,1790,19561,"White, James,","The adventures of John of Gaunt, Duke of Lancaster"
njp.32101074629542,1790,48946,"Lavallée, Joseph,",The negro equalled by few Europeans;
mdp.39015078549659,1790,101435,"Defoe, Daniel,","The life and adventures of Robinson Crusoe, of York, mariner"
nyp.33433074919691,1790,107894,"Defoe, Daniel,","The life and strange surprizing adventures of Robinson Crusoe, of York, Mariner"
mdp.39015078565374,1790,11814,"Swift, Jonathan,",The adventures of Captain Gulliver
mdp.39015078549014,1790,120056,"Defoe, Daniel,","The life and adventures of Robinson Crusoe, of York, mariner"
mdp.39015078548990,1790,123548,"Defoe, Daniel,","The life and adventures of Robinson Crusoe, of York, mariner"
mdp.39015078549006,1790,105811,"Defoe, Daniel,","The life and adventures of Robinson Crusoe, of York, mariner"
nyp.33433074918792,1790,20351,"White, James,","The adventures of John of Gaunt, Duke of Lancaster"
njp.32101071963472,1790,79847,"Rousseau, Jean-Jacques,","The confessions of J.J. Rousseau, citizen of Geneva"
nyp.33433074919683,1790,120321,"Defoe, Daniel,","The life and strange surprizing adventures of Robinson Crusoe, of York, Mariner"
nyp.33433074919717,1790,104304,"Defoe, Daniel,","The life and adventures of Robinson Crusoe, of York, mariner"
nyp.33433074913363,1791,25770,"Inchbald,",A simple story
mdp.39015033367668,1791,41458,"Reeve, Clara,",The school for widows
mdp.39015078549246,1791,121119,"Defoe, Daniel,","The life and strange surprising adventures of Robinson Crusoe, of York, mariner"
nyp.33433075819957,1791,18408,"Frere, B.",The modern hero
mdp.39015078549238,1791,235151,"Defoe, Daniel,",The life and adventures of Robinson Crusoe
nyp.33433074911490,1791,64931,"Smith, Charlotte,",Celestina
nyp.33433074913371,1791,18423,"Inchbald,",A simple story
njp.32101066479765,1791,58551,"Combe, William,",The devil upon two sticks in England
nyp.33433074913348,1791,28823,"Inchbald,",A simple story
nyp.33433074913355,1791,31737,"Inchbald,",A simple story
nyp.33433074918859,1791,111332,"Adams, John,","Elegant tales, histories, and epistles of a moral tendency;"
nyp.33433075736912,1791,40666,"Gessner, Salomon,",The death of Abel
nyp.33433076093644,1791,81679,"Shenstone, William,","The works in verse and prose, of William Shenstone"
mdp.39015033367650,1791,46716,"Reeve, Clara,",The school for widows
nyp.33433082327655,1791,20187,"Carter, George,",A narrative of the loss of the Grosvenor East Indiaman
njp.32101066479773,1791,65132,"Combe, William,",The devil upon two sticks in England
njp.32101066479781,1791,74617,"Combe, William,",The devil upon two sticks in England
yale.39002032471428,1791,21760,"Carter, George,",A narrative of the loss of the Grosvenor East Indiaman
nyp.33433074911466,1791,45099,"Smith, Charlotte,",Celestina
nyp.33433074911482,1791,50037,"Smith, Charlotte,",Celestina
nyp.33433074911474,1791,51833,"Smith, Charlotte,",Celestina
njp.32101036894333,1791,16865,"Yeo, James",Omar and Zemira;
mdp.39015078549253,1791,108599,"Defoe, Daniel,","The life and strange surprising adventures of Robinson Crusoe, of York, mariner"
uc2.ark:/13960/t1mg7h137,1791,26025,<blank>,"The wonder working water-mill displayed with its apparatus, appurtenances, appendages, and operations, or, The mill to grind old people young"
mdp.39015033367643,1791,37416,"Reeve, Clara,",The school for widows
hvd.hn6dgn,1792,58279,"Brooke, Henry,",The fool of quality;
mdp.39015063950292,1792,52249,"Radcliffe, Ann Ward,",The romance of the forest
nyp.33433082297114,1792,23857,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children"
uc2.ark:/13960/t4mk6790j,1792,80158,<blank>,Arabian tales;
mdp.39015078572503,1792,102732,"Campe, Joachim Heinrich,",The new Robinson Crusoe
nnc1.0037119893,1792,87095,<blank>,Arabian tales;
mdp.39015078549287,1792,102425,"Defoe, Daniel,","The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque"
mdp.39015024477617,1792,34537,"Gunning,",Anecdotes of the Delborough family
hvd.hn6dgp,1792,58001,"Brooke, Henry,",The fool of quality;
mdp.39015078549279,1792,105685,"Defoe, Daniel,","The life and most surprising adventures [of] Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of the great river Oroonoque"
mdp.39015024477625,1792,33647,"Gunning,",Anecdotes of the Delborough family
uc2.ark:/13960/t7gq6vc6r,1792,41985,"Radcliffe, Ann Ward,",The romance of the forest
njp.32101048392755,1792,94487,<blank>,Arabian tales
mdp.39015078568329,1792,38837,"Dibdin, Charles,",Hannah Hewit;
nyp.33433074955109,1792,35924,"Radcliffe, Ann Ward,",A Sicilian romance
mdp.39015004743731,1792,40747,"Knight, Ellis Cornelia,",Dinarbas;
nyp.33433082297106,1792,26790,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children"
uc2.ark:/13960/t1fj2bj4m,1792,90128,<blank>,Arabian tales;
hvd.hn6dgm,1792,59461,"Brooke, Henry,",The fool of quality;
inu.39000003249765,1792,41252,"Bage, Robert,",Man as he is
njp.32101048392763,1792,83454,<blank>,Arabian tales
nyp.33433082297098,1792,28056,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children"
mdp.39015078568303,1792,32465,"Dibdin, Charles,",Hannah Hewit;
mdp.39015024477682,1792,34179,"Gunning,",Anecdotes of the Delborough family
uc2.ark:/13960/t9t14wb76,1792,93552,<blank>,Arabian tales;
mdp.39015063950284,1792,43717,"Radcliffe, Ann Ward,",The romance of the forest
nnc1.0038773805,1792,82933,<blank>,Arabian tales;
mdp.39015063950276,1792,41969,"Radcliffe, Ann Ward,",The romance of the forest
nyp.33433075840250,1792,50743,"Marmontel, Jean-François,",Tales
nyp.33433074916408,1792,151203,<blank>,"Athenian letters, or, The epistolary correspondence of an agent of the King of Persia, residing at Athens during the Peloponnesian War"
njp.32101067567857,1792,92593,"Fielding, Henry,",The history of Tom Jones
njp.32101067567840,1792,78477,"Fielding, Henry,",The history of Tom Jones
hvd.hn6dgl,1792,61067,"Brooke, Henry,",The fool of quality;
hvd.hn37v1,1792,43978,"Thomson, James,","The denial, or The happy retreat;"
nyp.33433082293899,1792,13711,"Belknap, Jeremy,",The foresters
nnc1.0037119885,1792,94234,<blank>,Arabian tales;
njp.32101067567832,1792,95331,"Fielding, Henry,",The history of Tom Jones
mdp.39015024477732,1792,39109,"Gunning,",Anecdotes of the Delborough family
nyp.33433074955091,1792,32797,"Radcliffe, Ann Ward,",A Sicilian romance
mdp.39015024477674,1792,35167,"Gunning,",Anecdotes of the Delborough family
njp.32101048392748,1792,95168,<blank>,Arabian tales
mdp.39015078568311,1792,37863,"Dibdin, Charles,",Hannah Hewit;
nyp.33433074916390,1792,120080,<blank>,"Athenian letters, or, The epistolary correspondence of an agent of the King of Persia, residing at Athens during the Peloponnesian War"
njp.32101067567865,1792,87684,"Fielding, Henry,",The history of Tom Jones
hvd.hn6dgq,1792,51353,"Brooke, Henry,",The fool of quality;
inu.39000003249773,1792,31833,"Bage, Robert,",Man as he is
uc2.ark:/13960/t42r3s70w,1792,40893,"Sterne, Laurence,",A sentimental journey through France and Italy
hvd.hxg7uc,1792,376697,"Johnson, Samuel,",The rambler
nyp.33433074911805,1793,48511,"Pilkington,",Rosina
nyp.33433075733406,1793,31827,"Kneigge, Adolf Franz Friedrich Ludwig,",The German Gil Blas;
mdp.39015024479852,1793,27988,"Moore, W.","A ramble through Holland, France, and Italy"
njp.32101076058070,1793,72785,"Fielding, Henry,",Amelia
njp.32101076058054,1793,71681,"Fielding, Henry,",Amelia
njp.32101071963084,1793,100018,"Le Sage, Alain René,",The devil upon two sticks
mdp.39015063950128,1793,42191,"Radcliffe, Ann Ward,",The castles of Athlin and Dunbayne
mdp.39015078549311,1793,76528,"Defoe, Daniel,",The life and adventures of Robinson Crusoe
mdp.39015078549295,1793,64591,"Defoe, Daniel,",The life and adventures of Robinson Crusoe
uc2.ark:/13960/t3tt4h68m,1793,79387,"Goldsmith, Oliver,",The vicar of Wakefield
mdp.39015031644233,1793,91479,<blank>,The Minstrel;
hvd.hn4q7k,1793,95942,"Cervantes Saavedra, Miguel de,",The history and adventures of the renowned Don Quixote
uc2.ark:/13960/t8pc2z66x,1793,44115,"Sterne, Laurence,",The works of Laurence Sterne
nyp.33433074911789,1793,51039,"Pilkington,",Rosina
hvd.hn4q7l,1793,100619,"Cervantes Saavedra, Miguel de,",The history and adventures of the renowned Don Quixote
mdp.39015078549303,1793,80948,"Defoe, Daniel,",The life and adventures of Robinson Crusoe
nyp.33433074911797,1793,52517,"Pilkington,",Rosina
nyp.33433082412309,1793,13480,"Strathmore, Mary Eleanor Bowes,",The confessions of the Countess of Strathmore;
njp.32101076058062,1793,68130,"Fielding, Henry,",Amelia
nyp.33433074911821,1793,40093,"Pilkington,",Rosina
hvd.hn4q7n,1793,105794,"Cervantes Saavedra, Miguel de,",The history and adventures of the renowned Don Quixote
uc2.ark:/13960/t6d21t12k,1793,26604,Aesop.,The Fables
nyp.33433069322661,1793,21739,"Twiss, Richard,","A trip to Paris in July and August, 1792"
hvd.hn4q7m,1793,109416,"Cervantes Saavedra, Miguel de,",The history and adventures of the renowned Don Quixote
mdp.39015027523300,1793,26226,Talisīn-al-Dīn.,The loves of Cámarúpa and Cámalatà
nyp.33433088073691,1793,24000,<blank>,The fables of AEsop
nyp.33433074911813,1793,42292,"Pilkington,",Rosina
nyp.33433082227541,1794,42822,"Sterne, Laurence,",The works of Laurence Sterne
nyp.33433074907720,1794,27414,"Jephson, Robert,",The confessions of James Baptiste Couteau
mdp.39015021250124,1794,73284,"Bennett,","Ellen, Countess of Castle Howel"
mdp.39015063931490,1794,40265,"Gunning,",Memoirs of Mary
nyp.33433074907712,1794,23698,"Jephson, Robert,",The confessions of James Baptiste Couteau
nyp.33433082227533,1794,61359,"Sterne, Laurence,",The works of Laurence Sterne
mdp.39015063931466,1794,39640,"Gunning,",Memoirs of Mary
dul1.ark:/13960/t15m6t508,1794,45699,"Naubert, Benedikte,",Herman of Unna
nyp.33433074910815,1794,48856,"Smith, Charlotte,",The wanderings of Warwick
mdp.39015064447561,1794,44001,"Naubert, Benedikte,",Herman of Unna
nnc1.1002330709,1794,16794,"Moser, Joseph,",Turkish tales
mdp.39015078549147,1794,25218,"Defoe, Daniel,","The wonderful life, and surprising adventures, of that renowned hero, Robinson Crusoe;"
nyp.33433074955133,1794,27438,"Gunning,",The packet
nyp.33433074955125,1794,26429,"Gunning,",The packet
mdp.39015063931458,1794,32324,"Gunning,",Memoirs of Mary
mdp.39015064447546,1794,40108,"Naubert, Benedikte,",Herman of Unna
mdp.39015063931474,1794,41576,"Gunning,",Memoirs of Mary
mdp.39015064447553,1794,45457,"Naubert, Benedikte,",Herman of Unna
nyp.33433074955117,1794,18051,"Gunning,",The packet
mdp.39015063931482,1794,34382,"Gunning,",Memoirs of Mary
nyp.33433082227574,1794,62125,"Sterne, Laurence,",The works of Laurence Sterne
nnc1.1002330652,1794,18010,"Moser, Joseph,",Turkish tales
mdp.39015078556357,1794,3039,"Defoe, Daniel,",The life and adventures of Robinson Crusoe
dul1.ark:/13960/t1kh1g56t,1794,44884,"Naubert, Benedikte,",Herman of Unna
nnc1.cu58506756,1795,134404,"Radcliffe, Ann Ward,",The romance of the forest
mdp.39015013472025,1795,75718,"Radcliffe, Ann Ward,",The mysteries of Udolpho
mdp.39015063546520,1795,59174,"Cumberland, Richard,",Arundel
nyp.33433074911607,1795,42581,"Smith, Charlotte,",Montalbert
nyp.33433074909981,1795,62652,"Cumberland, Richard,",Henry;
njp.32101079667026,1795,62479,"Quevedo, Francisco de,",Visions
nyp.33433074911615,1795,53539,"Smith, Charlotte,",Montalbert
mdp.39015063546538,1795,56833,"Cumberland, Richard,",Arundel
mdp.39015013472033,1795,73727,"Radcliffe, Ann Ward,",The mysteries of Udolpho
ucm.5317974129,1795,65024,"Radcliffe, Ann,",The mysteries of Udolfo
nyp.33433074911599,1795,43302,"Smith, Charlotte,",Montalbert
mdp.39015063919081,1795,65736,<blank>,The hapless orphan;
yale.39002088372348,1795,74121,"Radcliffe, Ann Ward,",A journey made in the summer of 1794
nyp.33433074955075,1795,24683,<blank>,Letters of an Italian nun and an English gentleman
nyp.33433074909965,1795,68802,"Cumberland, Richard,",Henry;
nyp.33433074955232,1795,35261,"Pye, Henry James,",The democrat;
yale.39002088372462,1795,59746,"Radcliffe, Ann Ward,",A journey made in the summer of 1794
ucm.5317974094,1795,71148,"Radcliffe, Ann,",The mysteries of Udolfo
uc2.ark:/13960/t0tq5sd9m,1795,34018,"Trenck, Friedrich,",The life and surprising adventures of Frederick Baron Trenck
nyp.33433074909973,1795,64103,"Cumberland, Richard,",Henry;
njp.32101036889515,1795,47022,"Smith, Charlotte,",The banished man
nyp.33433075812879,1795,71005,"Rousseau, Jean-Jacques,",Eloisa
mdp.39015013472009,1795,71733,"Radcliffe, Ann Ward,",The mysteries of Udolpho
ucm.531797411x,1795,73736,"Radcliffe, Ann,",The mysteries of Udolfo
ucm.5317974100,1795,74870,"Radcliffe, Ann,",The mysteries of Udolfo
dul1.ark:/13960/t1dj6471v,1795,35077,"Saint-Pierre, Bernardin de,",Paul and Virginia
mdp.39015013472017,1795,77136,"Radcliffe, Ann Ward,",The mysteries of Udolpho
njp.32101036889523,1795,48965,"Smith, Charlotte,",The banished man
njp.32101036889531,1795,41376,"Smith, Charlotte,",The banished man
nyp.33433074909957,1795,66970,"Cumberland, Richard,",Henry;
hvd.hn6d2a,1796,6699,<blank>,"Preceptive, moral, and sentimental pieces"
hvd.hw3q0s,1796,106226,"Rousseau, Jean-Jacques,",Eloisa: or A series of original letters
njp.32101072911959,1796,56667,"Auvigny,",Memoirs of Madame de Barneveldt [pseud.]
mdp.39015064408506,1796,61727,"Cramer, Karl Gottlieb,",Albert de Nordenshild
nyp.33433076093669,1796,165794,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
mdp.39015010794405,1796,76429,"Genlis, Stéphanie Félicité,",Adelaide and Theodore;
nyp.33433067290126,1796,62695,"Rowe, Elizabeth Singer,",The works of Mrs. Elizabeth Rowe
nyp.33433074874300,1796,38934,"Lewis, M. G.",The monk
uc2.ark:/13960/t6sx65q8h,1796,80751,"Moore, John,",Edward
nyp.33433075896377,1796,47157,"Hamilton, Elizabeth,",Translation of the letters of a Hindoo rajah
mdp.39015031938460,1796,47619,"Wieland, Christoph Martin,","Private history of Peregrinus Proteus, the philosopher"
mdp.39015027178915,1796,38076,"Walker, George,",Theodore Cyphon
njp.32101036889507,1796,24858,"Smith, Charlotte,","D'Arcy, a novel"
mdp.39015063962032,1796,50847,<blank>,Travels before the flood
uc2.ark:/13960/t5t728t8q,1796,73615,"Burney, Fanny,","Camilla: or, A picture of youth"
nyp.33433075896385,1796,50414,"Hamilton, Elizabeth,",Translation of the letters of a Hindoo rajah
